address,ath_mc,ath_token_symbol,ath_token_address,last_token_date,token_deployed,avg_tokens_per_day,avg_market_cap,median_market_cap,total_creator_fees,realized_pnl_usd,total_pnl_usd,winrate,launchpads_used
C339tVfKsFR7sNxySSSDGzfNBYbJe1aTBFfJwTtPzNH1,203494.1832,Dwerklong,CRX2sctTcrdCTEiAjJRVRZHfaKCynpjbf711SFumpump,2025-12-04 12:40:00,730,4,4082.67,4013.51,40.709546,90820.14,90820.01,55.51,Pump.fun
2epb7KomGyLRUCjuYwvC2F8DqZiiCKT9EavdsRUBubge,197105.21,Conviction,J4diaCsManX54pWzDzBgEDFgvwduUdr5iJ7fhCHZpump,2025-11-21 21:43:44,691,4,3652.54,3618.75,45.163613,183323.24,183323.24,64.36,"Pump.fun, letsbonk"
48dsnB4Yf1VwRDPUWXUdVok8gqWkRxdjpBSHB5jd1jtW,61710.653,RoboPepe,6oLrTKh24ps1ZFpDf8kYd4hhNdznxbLJ31jt5QwQpump,2025-11-07 10:50:48,684,4,4684.05,4634.34,10.870798,22740.13,22740.13,44.85,Pump.fun
2b2N2p7xCS9ibDqxwYgXpDSTniJwwye7n93WYuzmr74s,3679994.282,PHDKitty,BDmd5acf2CyydhnH6vjrCrCEY1ixHzRRK9HToPiKPdcS,2026-03-22 0:04:31,683,4,2573.56,2521.03,1.680856,419752.91,419752.91,71.34,"Pump.fun, letsbonk, pump_agent, pump_mayhem"
MNhBbrscBPmeid54buiqSgyWa4D8PY6uKHoK2wJsTJN,2048896.1,Poly,5eMfXSYdssCpnu63WtPprjbbR5YBJmSEnZGRvtuppump,2026-01-28 19:03:20,668,4,4130.86,4210.67,586.144699,4690653.62,4686363.5,13.91,"Pump.fun, bags, letsbonk"
G1TyYBvobLkWLYMVUJKYWFeb8NhkUEsDZhYKbXaWL3uc,161015.1,ROGER,F98nvrzKRfF6QVnzzBH9qeyjsNAf7hmTGWqtf7jBDrNq,2025-12-01 18:29:25,666,4,3800.62,3861.52,62.336871,156532.29,156532.29,93.48,Pump.fun
4o3yQZU67exoMxoDEAg14o8EdJqUAy2pQysft14AeZRQ,3215141.135,Lovely,6n7omMjspnq44Ky6b4BhWPuNbXqcLJfYPaekv6Xpump,2026-03-22 1:27:56,657,4,2573.64,2534.33,0.237971,110673.79,110673.79,24.65,"Pump.fun, bags, bonkers, letsbonk, pump_agent"
Bv21SsodFP1TddZq57ayzqR2aHVKzre7EzRsZxNKyyRY,30989.332,AGEM,9T5hvtDPDATn1tbHZq1WK1Svghe1i4XHKT6EKugtpump,2025-12-27 3:47:55,648,4,1475.11,0,0.27334,14073.07,14073.07,41.27,"Pump.fun, pump_mayhem"
HM7uWQup3QtgE95G9BnA8BYEDQumB5keiFHW5LwFngbS,195067,PEACE,6nymrn4MZx29s6xyChFZpt1Dyfm5V7uL6CiGpK9Upump,2026-03-22 7:13:17,644,4,2639.75,2636.42,60.223963,59225.11,59355.81,48.04,"Pump.fun, bonkers, letsbonk, pump_agent, pump_mayhem"
8HeDT75s5g4CtCimH5B5nySqCiQhtWii8UnZhxBtFo38,16833001,Lobstar,AVF9F4C4j8b1Kh4BmNHqybDaHgnZpJ7W7yLvL7hUpump,2026-03-21 16:27:45,637,4,56178.85,2511.99,2854.200162,1438735.22,1438731.08,88.26,"Pump.fun, bags, bonkers, letsbonk, pump_agent"
G82qWMUkV1edSy2vTFyLwafEtKkXVMnupxExCQFDR81A,177418.16,pumpers,2B9ECvKCBSsYWJeHmpT3TierzX5d4dVWh3gsfrWHpump,2025-10-09 15:19:54,631,4,5941.12,6190.88,26.697917,106731.49,106731.49,56.77,"Pump.fun, letsbonk"
CQ5cyz7uirxhYWuxaVLGaj33pkEKJEEj6zGnpq8jVr5d,1502837.953,meowl,3PNGsjuTjQmHPcyuuvPof7JA3E3PWeVnsfXqBod6LBjX,2025-12-31 3:38:39,627,3,3929.57,3826.2,4.430969,345079.96,345079.96,28.71,"Pump.fun, letsbonk"
HiSo5kykqDPs3EG14Fk9QY4B5RvkuEs8oJTiqPX3EDAn,1005385.138,CL1,8Upn5PyPivLhpVP7DKCP4uYXdcNxdd34jz3P9Zdbpump,2026-03-22 7:22:18,612,3,5017.76,2489.92,811.957776,305297.21,305297.1,93.5,"Pump.fun, bonkers, letsbonk, pump_agent"
AmNMqM5VbPwtG14gLBdtrqZpQrhSzavLkQPufS8CQ7LB,2506701.157,VDKH,9st8KZtyyjhkAwmR5vEosp6f2xjn2fMRJCdfaTyspump,2026-03-21 16:45:28,607,3,2583.89,2574.45,7.765678,211543.06,211543.06,47.63,"Pump.fun, bonkers, letsbonk, pump_agent"
CXoUJHtBGnuNR6zJ3zm8nTnNzCwXxFViXh29d1kTJQmK,139785840,DEVLESS,Hkqt9pm7zJMA9oCQttVM35wG7cZwgQieCZKcNaKcpump,2026-03-22 6:32:31,587,3,4825.83,2542.58,64.421249,158039.56,158039.56,73.37,"Pump.fun, letsbonk, pump_agent"
CFqsrQbvhb1Z3XKHVAZg6sovZzTg5NN9X9RnTf3D2BBZ,1288563.24,EBZT,EtZFFYibEKAQbR4UB1VoQFscpkTYxbMdB1bssbAybonk,2026-03-20 11:05:40,579,3,2757.71,2436.81,42.689137,354071.31,354071.31,45.24,"Pump.fun, bonkers, letsbonk, pump_agent"
88KUN55AgCQ8SPJ4ZKueRkWVXVUpUyHGh1W2bm4KLkXc,7122.1342,NUCLEAR,tmuUUyfjQmNPgwZZeeGdnFPHn2uw9xxxAaQd7o4pump,2025-11-09 18:31:42,576,3,4612.93,4622.58,0.093941,-332.17,-336.41,3.23,Pump.fun
HYjqqpePmKLmZfzMLyrchqSFgEbzFkreCBbPDpsMqHrc,501873.67,LAB,3NVRZqJ43axJ7Jy8qtADxjFzgk8s2o5zaoLfQWRaAh7A,2026-03-04 19:24:47,575,3,3575.71,3684.44,114.711167,24515.16,24515.16,41.58,Pump.fun
92XEuaWSjXWBsHHYWgEsHweozYqFNKMyYFyMh58qdeej,456523.56,BUBBA,9z5G5kaiHj9oJRtrW7WzNZhTwotX7TETuLgSvuCXpump,2026-01-24 14:13:21,568,3,3976.54,3927.14,102.449602,9478.08,9478.08,36.54,"Pump.fun, letsbonk"
CVWjqCtvxxL1jgjFm4NcRYajyUzYDJ75Dz7KAaUTvGAg,55353.922,CCM,4X9npRoQ26uQ8oijBcSiMiRHHDob4i7A6aaa7YVopump,2025-11-19 2:45:22,564,3,4598.5,4579.32,10.700142,58354.51,58337.45,57.04,"Pump.fun, letsbonk, pump_mayhem, ray_launchpad"
xyzRMTBDySivq4vVPGZKd3XusWWq54qJb5ZE7maKnxx,378455.9243,PEAKYCHU,vDLTKcdgdijcXNAcE5wtDuyYV8AE1mJkzEVNJag8NMi,2025-11-25 19:31:28,563,3,3558.22,3892.52,177.224222,108046.23,108040.22,46.62,"Pump.fun, letsbonk"
5UWi12zihBkE93hPRzAB8L2921raB1Qm6QRnfuQYMJz1,82470.548,MAMECCHI,AnZwQtXCZqwvUqSYQ2b5HV1u4S89tdM4FEFHXHACpump,2025-12-02 10:06:09,557,3,4125.66,3875.78,15.798671,102269.92,102269.92,74.39,Pump.fun
7spsHwmG5B7qffXBg7vmkfrJDc6Gn6kBJW55FAUqebKq,963463.28,GORMED,2coZYMUXuRLP7yoQr8hvUJNymMYuTr2dYiGerZR7pump,2025-10-25 16:22:45,553,3,5128.81,5291.98,201.060044,43707.93,43707.93,48.5,"Pump.fun, letsbonk"
7E9jfxCczubz4FXkkVKzUMHXGwzJxyppC4m7y3ew8ATg,7289972.245,Mia,FyPDfX92B4uEk4zZouy96d1Kk1LgnCznBpzAFSsZpump,2026-03-20 20:25:16,551,3,3600.03,2518.52,1696.163486,522089.56,522089.55,50.33,"Pump.fun, pump_agent"
DXBCUP6Bx9BMzP6XSUwEFV4a4SMD2KPCyxrjFfQHRCsJ,324064.06,Ruggerino,3vn4EkdoWbp7h1aYY5r2swGu5mcyg9HYAmXNHEtCpump,2025-11-26 1:15:53,551,3,3770.5,3742.75,86.069784,32379.87,32339.13,54.23,"Pump.fun, letsbonk"
4sAUSQFdvWRBxR8UoLBYbw8CcXuwXWxnN8pXa4mtm5nU,694522.3498,Solamander,AKdN4U5pYLTRc6QCEwNi6J13Ap25j6P6nW53LinGpump,2026-03-19 10:14:54,545,3,2337.71,2381.02,115.838811,203879.06,204589.77,38.31,"Pump.fun, pump_mayhem"
GKAwPtjTTzd6rWE4nHztsLzvmEv26YAB5MsiGjpAX5CR,1578478.4,1nu,44DNPJ2qisA7MMaUmKK5SXvAcPyV7bEzmnK7oYJkbonk,2026-01-03 20:17:28,543,3,5265.3,5292.21,2.368096,5498.72,5498.72,30.33,"Pump.fun, letsbonk"
DLQC7ts2HsWnvDwUxVerYLiwudDzK8mYsKNBGAptXi6E,1982216.192,8647,EDK5DsvHAK6qLC5uZNfRWqhySdGBaipHeYSRqazSpump,2026-03-11 16:20:39,543,3,2594.65,2475.89,3.68217,260806.76,260806.76,38.36,"Pump.fun, bonkers"
9hBFax1oEHoGAhnBLCX9QW8mMyc7syFUn1mddL1Qz7Xw,261147.9862,ai,21bMj5qpUMH54bHZRMaq8RAs896wj8BwhzKqfUGJe8U3,2026-02-11 15:11:59,542,3,3456.48,3825.81,686.195579,268598.19,268599.96,36.78,"Pump.fun, letsbonk"
FR6f72FJ1Wpvc2KbERaG33aNpcvZM27SGQjYypTgX3ty,347862.62,TRUTH AI,Da5ypDPFFKCC9t7VYRnjZ7B8WVivKPL8SqpT84KL9aoH,2026-02-16 1:55:32,541,3,2671.19,2473.44,16.88168,20122.5,20122.5,16.69,"Pump.fun, bags, bonkers"
2txiFMhoCMvGXNYXgCcdpRkJdZNq2UvonALSSHERZUTU,13612608.04,Muskman,2cwDQR6cKgDA7ihZqw1VUynN1vN8mDizpZvzMpyxFJJ4,2026-03-15 10:21:10,540,3,2485.11,2508.76,1.876234,164313.93,164313.8,15.4,Pump.fun
ED8hdG6eNRULqrKmE84KrXNgui4VcyJJRojbaq7Cs4pW,996017.293,ZETA,3mRSaEUsKC8MCrgMCBraYBEDnaHScStzB7jFRojnBAGS,2026-03-19 16:25:12,539,3,2517.01,2480.48,6.568207,94882.46,94787.45,39.05,"Pump.fun, bags, pump_agent"
Hp3hoMfvV6nW1Kr8f6p3zSx9cePArpn5c5UGAYBV9xkA,250774.64,Fartnite,5V2K3fMSH5x5KJ8E37BPW6ed1iyF3dr5jr575xr5pump,2025-12-06 22:20:52,536,3,4150.25,4072.4,74.498348,25686.42,25675.23,47.67,Pump.fun
B6sRuXH5sn9AcWKtKpksqvmHoucj4GWjeRJwHSuEE4rx,971746.0008,Jasmine,JbCmuosAhL6pfmLWDJNh2AoYnEwQMV78TJo447Pbonk,2026-01-18 11:20:00,535,3,5052.33,5308.57,4.552663,84135.72,84135.72,30.29,"Moonshot, Pump.fun, letsbonk, meteora_virtual_curve, ray_launchpad"
25h6XhumyEhvagm3PugZFSDEiThjPbVcBuy8srypcpC3,20451.965,STOREFUN,Asm6YMTuz2R4MQbb9jXprHigByxw4LFRtVJZw3C9Wos4,2025-12-23 19:03:16,535,3,5869.16,5829.37,1.329922,-7206.12,-7218.09,2.43,"Pump.fun, letsbonk"
GRcAsAnvZc6cX2Jx2yYFzWV62yqCoU74eV4Nfq36vqxQ,275449.3752,RedWhale,2CmemgrYpaJCQ1kapMv6PpfePzNZVFmNo53skziVpump,2026-03-22 4:42:10,524,3,2526.86,2514.63,46.548875,21813.16,21813.16,29.9,"Pump.fun, letsbonk"
pumpqhCzTnn3R6rBBaBQcCmCNxi5UZvDuorCEhTcKUm,147303.48,EELONMUSK,GSGPDqQCvoiJZXx7RtjQvuT3ovKo6GLhhhmfFKeW6TtH,2025-11-16 17:43:58,518,3,4672.94,4572.44,21.479933,-48380.69,-48380.75,14.02,"Pump.fun, pump_mayhem"
4xY9T1Q7foJzJsJ6YZDSsfp9zkzeZsXnxd45SixduMmr,3341249.9,ANDREJ,7Dmvq8fEFGVD6Fnu7Bjyni3AwnbnLCvuECxU5A4Zbonk,2026-03-21 19:59:33,514,3,2793.35,2534.05,29.257738,903124.43,903077.08,24.82,"Pump.fun, letsbonk"
D9gQ6RhKEpnobPBUdWY5bPQt2p3zGk3iVz6ChpUi2ArA,5389443.908,Imagine,8xqW9QMmehngWwm1t26FyYuELrjywKwt41EyTTrobonk,2026-03-22 5:37:10,514,3,2594.88,2519.28,9.793018,1821320.78,1821320.78,95.42,"Pump.fun, bags, letsbonk, pump_agent"
83mqnj4xA7FtFGunzQLnUEjL2KKruiv1RwSfcegTLYBX,4090384.891,aircoin,GpdRNotihwXZJ3z3y6yCRAhecFrALc4J8SX92pxnbonk,2026-02-16 2:09:46,514,3,20035.95,4069.63,4.425154,120833.89,120815.39,46.54,"Pump.fun, bags, bonkers, letsbonk"
pEm51mXQqRTDYNnp9EfNPg5mL1rJaJfXKNXkbK56kYC,1341434.684,Singularity,4btUt5tQrN9MSfiHzZMdHf2ognjQZrWErjSJ9aiApump,2026-03-22 2:02:59,505,3,4907.77,2428.85,581.072528,170050.45,93169.56,59.44,Pump.fun
9SDnxVkcmvKUNiQFcB8aokBrCkKkkLSNptFNyVhyZGKW,487815.67,Scott,5yVT7keCgESd6S523y6EwiVfJ3JoRj8f28JkZt2ipump,2025-12-05 13:19:53,503,3,3948.91,3933.65,127.156374,294137.28,294137.28,47.57,"Pump.fun, letsbonk"
7moqFjvm2MwAiMtCZoqYoTAPzRBxxMRT2ddyHThQuWjr,1257923497440,Bank,7DYYPdEDSTxvxTT6mNYvxttq6taxyodUbbGrbfvHpump,2026-03-22 0:34:44,501,3,2574.78,2506.74,36.927349,399131.24,399131.24,69.74,"Pump.fun, letsbonk, pump_agent, pump_mayhem_agent"
B1ZBBFo7cXPvkUX99FymEbQaQt8ijR1ubhr9hQ5vMJCh,179414.3037,WORTH,aMmF5CznaCg4sy3PFwm8daUj5kM7KqNbZ7kF8kdbonk,2026-01-02 18:09:53,499,3,5025.1,5502.63,14.856083,-3368.5,-3368.5,29.75,"Pump.fun, letsbonk"
BZC7VEj5Y9Ege3cTRGBZW2zW7pjw3hpiSkcAoYKysvue,1609897.932,Unipcs,2orNgazHWM1f2g2KKKsLqGZEnH4vtJ2iMhAYCW6M5SnV,2026-03-16 14:11:29,495,3,2564.6,2425.74,5.321349,369889.64,369889.59,70,"Pump.fun, bonkers, letsbonk"
6ADDmYqpKtYoHXa6VL6bRLgYUPGGYipZnix2kc1AYs22,212915.92,AHP,6kGpRaaXnXnBnrFKJsrX3cF3CpmPoHffVGUxxiG3pump,2026-03-21 12:52:41,495,3,2576.29,2526.02,53.041309,32607.14,32607.14,29.49,"Pump.fun, letsbonk, pump_agent"
Dr7V12M5AcXAC2EEdzMHmwYwgUQbhUcT791szi5pzggw,7563696.561,Valentine,Gs7yqXZpiPNMpQndq43dCJqRuBAaoarcY1uUbg36bonk,2026-03-22 1:48:05,485,3,3039.97,2522.73,0.045886,2313638.74,2311679.95,3.53,"Pump.fun, letsbonk, pump_agent"
DwtyNHYvNgvTS9iREUuu1iogBtZz8q36FcwqW8d8nwEa,4900343.6,KITKAT,EnbYiKqWdzKfuN12QZ33tYm9ysy4Bjhpf7XU2RY3pump,2025-12-02 20:15:26,480,3,5359.42,5598.04,1042.956784,134526.44,134526.44,90.2,"Pump.fun, jup_studio, letsbonk, pump_mayhem"
Ha5SyTAEQGsR3gW1AXhN58bQVDVEBBS3DRg6pZsnCjw7,1636695.9,WILCO,Cz5oaw1XxGsPVPsEMu3SZEJ9A6vpcrVqaBAwP3ePpump,2025-11-19 15:20:01,478,3,4137.6,4111.88,382.947259,91327.86,91327.86,75.44,"Pump.fun, letsbonk, pump_mayhem"
3mjHNqaPGVYncmd95w9TC3XGQe3EwGykGZiDQyhDxwhU,5553190.784,TAKI,4AXnbEf3N3iLNChHL2TWHcyMnBKEvJLJ82okFFUFbonk,2026-02-04 23:57:13,475,3,2924.14,2907.83,3.868612,203791.64,203656.24,41.46,"Pump.fun, bags, letsbonk"
HXuuXP9ZNn7WGaKKqiAcX5473TeyXb91afB7mKkRvCF8,163950.79,hodl,CK3x7seeJhaZv3aMVYjy891uNAQmH9GFi9pqACg5bonk,2026-03-22 1:03:00,474,3,2535.1,2482.14,0.894909,45594.32,45594.14,42.89,"Pump.fun, letsbonk, pump_agent"
9riaVqQQjJ6Y7z3i2pDTNtzkmRgkkX5Da2aa26e7HZx2,384416.78,OCR,4JZrxzQqubXq8fu3JenGZ48av9o9KxaXgrXHfwmYpump,2026-03-21 8:56:26,472,3,2505.32,2452.31,98.434609,74828.19,74823.41,47.22,"Pump.fun, bags, bonkers, pump_agent, pump_mayhem"
8L7Xg4wbUizwYz5My8puqe3KP8bvkgxi23VbKY6p6vb2,355024.35,Revinu,BUtboMH9Pxhacc1CN69pCd4PyWSTQfFyyH1yqgecpump,2025-10-27 12:43:41,470,3,5123.8,5293.87,90.250646,90109.56,90109.56,99.36,Pump.fun
5SW7p56x22LKj8gYcE8DVVd1S59UJUGR9jKq2PFdKiKg,843199.0803,catalyst,E3HZVvNcoRb3ZDUFVJ4hcSu43dT1pLompNDQ3AFobonk,2026-03-22 3:27:58,469,3,2488.75,2509.96,26.237991,365365.63,365303.61,92.02,"Pump.fun, letsbonk, pump_agent"
3pZjumnsMzgyb6sfewV432jvyuCcrNAhiz1JpTSMfFiz,14457.024,SEXCOIN,6JM4gJWKSiKmFJW1DPVZJiw1fWjNiczhT26iVkR8pump,2025-11-02 1:39:21,461,3,5310.31,5254.44,0.315049,-5423.88,-5473.53,4.99,Pump.fun
gangJEP5geDHjPVRhDS5dTF5e6GtRvtNogMEEVs91RV,1600357.3,Jupiterian,7PR9TnBkTB2iLs3yXqThL3hc2q5phcgJoXan1r4Ajups,2026-03-21 4:51:29,458,3,2650.61,2476.04,1.770978,163687.04,163679.77,56.54,"Pump.fun, jup_studio"
36DWP52MVRDooYNrcRVDyoCh2R1fPXCYqKJQYg9pFQoE,7033001.737,Abdul,4P5UAxmtCqqpkhUJm1YLXzcERnkfC7xgQSRChon7pump,2026-02-18 5:39:00,457,3,2982.91,2817.83,5.062367,2835251.27,2835249.74,24.11,"Pump.fun, letsbonk"
2NLRxmyM2Te5ZaeLELh1k2B2pFETTT2kNtAGQSbbFajP,629212.7551,TMWC,4LcnQCrw9Ddg97YVfBE3Mo2FbdxczkeGhK4M7bcPbonk,2026-03-20 10:24:05,455,3,2748.75,2771.27,3.614945,49872.67,49870.59,43.14,"Pump.fun, bags, letsbonk, pump_agent"
Hr5QiiFSmc8g1KgT6RKUNjvXyeZmrXrU9QBPAQonXE9Z,264603.1651,FR𝙊G,3yncLsiHqWF64tRFCdn3m5KiNT4AYdDyPtbXdWTRpump,2025-10-26 20:55:41,454,3,5197.23,5295.33,10.510204,66584.23,66584.23,79.18,Pump.fun
CL8cS3KUGboEstdLUJi1XXq6KzKbdaFAL7TQjEEgL7hr,4204414.666,HeavyPulp,8G5ayEsJF4Q7FEWEGeF4jtnUWZBEKCqhySTFQf9Ppump,2026-03-13 12:40:27,452,3,9592.56,2501.43,1473.942066,670381.68,670407.88,65.51,"Pump.fun, bags, letsbonk"
GBnTHskvGKrppdmbW4eThn9T2pafDoE9jNsSYWfwSbWi,230847.21,Soldiers,Dpj7deqsJQD3JDGeP1U1ECaCusLDaLdPXCGXv5qNpump,2025-12-26 9:13:33,452,3,3938.51,3983.19,42.210343,-905.4,-905.4,33.92,"Pump.fun, pump_mayhem"
3z5FDHPFQTDo2GYpDZT7XCbSVY9q1ehr7T6Gzuu4UMyx,264918.54,KIMCHI,CbUAFkS4G7G4znUWcZADxqo68ada4sS7G54n7a6s6Dw1,2026-03-20 21:49:39,448,2,2518.77,2523.51,44.574834,287024.83,287024.83,64.85,"Pump.fun, bonkers, letsbonk, pump_agent"
7Lxj5xbZkHVdGjurVRzM7s6iwZNAmZXUBkumZ8RUw1XV,135061.95,Solnymous,5NKQTgWTZaSvV1GFs4g2Yr1kCVG8utoZLunmn936pump,2025-11-03 12:03:22,444,2,5277.91,5364.21,35.283438,61422.12,61422.12,57.26,Pump.fun
FgQYPMBJeMgroqkGYuZ6J2MwzdaGgoJUkm7bvqYQoguT,68018.41,SAFESPACE,AHV9QjWK2U8ohkuLaNL8izB2PvskvPwzdPS5nTyXpump,2025-11-03 17:55:07,443,2,4775.65,4738.97,11.390363,66051.36,66051.36,70.42,"Pump.fun, letsbonk"
DqmQVdg3TvJRP7KFA62E4PpiR75HVV15DwpLHdtphnKZ,279378.96,PANICAN,B7CSntiSQGU11vA2XApXi6D1YmHQFhMdqddydWAXbonk,2025-11-09 18:28:42,442,2,4711.49,4710.48,2.985147,12721.57,12721.57,15.95,"Pump.fun, letsbonk"
EK7qQk5GdYrqRXZAu8446FYKFTMZriQA2z2j9yTSpADb,79572.284,Androidify,HJwfCXjG9dyooRunzBhxcNa1x6xPnybWvsnVADQMpump,2025-10-27 13:55:27,442,2,5408.91,5570.35,17.693157,53095.28,53095.28,78.57,"Pump.fun, letsbonk"
HAaeVqkChkaAh68q3LUGeuA5uFF2xvmoQbnvMxFAtU4H,2808961.5,fraudcoin,5DZ3RW9uyTBJACXTNXdgfSZdojVRkWbUzFYW6fkEpump,2025-12-06 18:19:05,437,2,5317.68,5503.45,570.348416,38208.93,38208.93,43.23,"Pump.fun, letsbonk"
FgiWbvhYyPreY3sg33UGBNRmBhbtQ4kHdDKgTrK58QMS,59623.511,VIOLENCE,78Saz2oAQmXd5kznLxYzbdSNbRPjZKRPhtSzybDipump,2025-10-28 14:27:35,435,2,5369.09,5515.05,9.348932,18524.59,18524.59,49.56,Pump.fun
83QQFLxcEzuJZaejBnzAiW5tyfyaRHMLZnkhJbRPRWtf,14722418145,SCARED,5MAsceokc6qLTaoYYXa5ymcQu7oLvMqSEjo5NMEboop,2026-02-07 16:39:44,429,2,3319.94,3251.1,4.728367,3319606.77,3319589.69,23.73,"Moonshot, Pump.fun, bags, boop, letsbonk"
xXpRSpAe1ajq4tJP78tS3X1AqNwJVQ4Vvb1Swg4hHQh,3670067,Samara,5gJTrQ4kxTzJkt6aeLupUvkQv6dcXuGJJo6yTaeFpump,2026-03-20 8:33:54,427,2,2742.32,2465.35,841.891149,648303.02,648303.02,27.39,Pump.fun
bjkcxMGh1B7EQcUivFwWR71PDBJs16y42tnhZ6xQNNo,41110.174,Team SOL,AnCzsLt1Qi81C3xakgoanrL6iFaGXxt8HAnJLVvQpump,2025-10-28 10:06:50,425,2,5888.49,5587.62,4.627378,3897.75,3897.75,25,"Pump.fun, jup_studio, letsbonk"
5FjRzA31Qsc2U8tP7CLVXYBRHTfBao5PwB8UtoV6Sod9,327314.6193,REMODEL,7JtoqiCgCgCJ2FJD7JN94m1NJd81HVi23i8H8wo5V8rE,2025-10-22 19:23:54,423,2,5385.89,5434.02,5.992324,7909.12,7908.59,35.14,Pump.fun
6cHVzki6rdhAryd6xiuDumNmq1br6VS1PjMifwWZUrPk,213596.89,柴犬,27CYwv4n6iPZbARjk2Fpf2dSM481eAmndKPtRUqtbonk,2026-03-03 15:18:37,421,2,2356.15,2377.76,5.809331,92917.52,92917.52,39,"Pump.fun, letsbonk"
DDELA2VKzKh5a3X5AJYu5FmjtL6xxmgzXxEGdArNE2Xt,1910425.997,NOTNATO,EM3i8SUWNnw3TCwYq4jXj26GYT4CqpWtuxqZPKwipump,2025-11-14 18:58:15,420,2,4885.76,5194.68,158.736615,1418859.69,1418821.4,68.06,"Pump.fun, letsbonk"
8MaVa9kdt3NW4Q5HyNAm1X5LbR8PQRVDc1W8NMVK88D5,265801.56,Sadcat,HbLvudQ8dSuMkSLY4tkywLdVMMrUi9Bi9fbQFbUypump,2026-03-17 23:08:26,420,2,2401.23,2388.21,82.708404,911153.75,911034.75,55.66,"Pump.fun, letsbonk"
